,Year,Round,First_Name,Last_Name,Q_Time,Track,Points,Position,Wins
1635,2016,7,Sergio,Pérez,1:15.328,villeneuve,24,9,0
1636,2016,7,Daniil,Kvyat,1:15.384,villeneuve,22,10,0
1637,2016,7,Fernando,Alonso,1:15.504,villeneuve,18,12,0
1638,2016,7,Valtteri,Bottas,1:15.521,villeneuve,44,7,0
1639,2016,7,Esteban,Gutiérrez,1:15.592,villeneuve,0,18,0
1640,2016,7,Jenson,Button,1:15.554,villeneuve,5,16,0
1641,2016,7,Felipe,Massa,1:15.710,villeneuve,37,8,0
1642,2016,7,Romain,Grosjean,1:15.465,villeneuve,22,11,0
1643,2016,7,Kevin,Magnussen,1:16.253,villeneuve,6,15,0
1644,2016,7,Marcus,Ericsson,1:16.299,villeneuve,0,20,0
1645,2016,7,Jolyon,Palmer,1:16.586,villeneuve,0,19,0
1646,2016,7,Rio,Haryanto,1:17.295,villeneuve,0,23,0
1647,2016,7,Pascal,Wehrlein,1:17.452,villeneuve,0,21,0
1648,2016,7,Max,Verstappen,1:22.467,villeneuve,50,6,1
1649,2016,7,Felipe,Nasr,,villeneuve,0,22,0
1650,2016,8,Lewis,Hamilton,1:14.121,BAK,117,2,2
1651,2016,8,Nico,Rosberg,1:13.714,BAK,141,1,5
1652,2016,8,Sebastian,Vettel,1:13.925,BAK,96,3,0
1653,2016,8,Daniel,Ricciardo,1:14.030,BAK,78,5,0
1654,2016,8,Max,Verstappen,1:14.601,BAK,54,6,1
1655,2016,8,Kimi,Räikkönen,1:14.477,BAK,81,4,0
1656,2016,8,Valtteri,Bottas,1:14.389,BAK,52,7,0
1657,2016,8,Felipe,Massa,1:14.815,BAK,38,9,0
1658,2016,8,Nico,Hülkenberg,1:14.663,BAK,20,12,0
1659,2016,8,Fernando,Alonso,1:15.026,BAK,18,13,0
1660,2016,8,Sergio,Pérez,1:14.814,BAK,39,8,0
1661,2016,8,Jenson,Button,1:14.755,BAK,5,16,0
1662,2016,8,Daniil,Kvyat,1:14.829,BAK,22,10,0
1663,2016,8,Esteban,Gutiérrez,1:15.148,BAK,0,18,0
1664,2016,8,Romain,Grosjean,1:15.444,BAK,22,11,0
1665,2016,8,Carlos,Sainz,1:14.714,BAK,18,14,0
1666,2016,8,Jolyon,Palmer,1:15.459,BAK,0,19,0
1667,2016,8,Pascal,Wehrlein,1:15.599,BAK,0,22,0
1668,2016,8,Marcus,Ericsson,1:15.635,BAK,0,20,0
1669,2016,8,Felipe,Nasr,1:16.663,BAK,0,21,0
1670,2016,8,Rio,Haryanto,1:17.052,BAK,0,23,0
1671,2016,9,Nico,Rosberg,1:43.685,red_bull_ring,153,1,5
1672,2016,9,Sergio,Pérez,1:44.462,red_bull_ring,39,8,0
1673,2016,9,Daniel,Ricciardo,1:44.570,red_bull_ring,88,5,0
1674,2016,9,Sebastian,Vettel,1:45.062,red_bull_ring,96,3,0
1675,2016,9,Kimi,Räikkönen,1:44.936,red_bull_ring,96,4,0
1676,2016,9,Felipe,Massa,1:45.494,red_bull_ring,38,9,0
1677,2016,9,Daniil,Kvyat,1:44.694,red_bull_ring,22,11,0
1678,2016,9,Valtteri,Bottas,1:44.706,red_bull_ring,54,7,0
1679,2016,9,Max,Verstappen,1:44.939,red_bull_ring,72,6,1
1680,2016,9,Lewis,Hamilton,1:44.259,red_bull_ring,142,2,3
1681,2016,9,Romain,Grosjean,1:45.507,red_bull_ring,28,10,0
1682,2016,9,Nico,Hülkenberg,1:44.860,red_bull_ring,20,13,0
1683,2016,9,Carlos,Sainz,1:44.827,red_bull_ring,22,12,0
1684,2016,9,Fernando,Alonso,1:45.525,red_bull_ring,18,14,0
1685,2016,9,Esteban,Gutiérrez,1:45.300,red_bull_ring,0,19,0
1686,2016,9,Felipe,Nasr,1:45.549,red_bull_ring,0,22,0
1687,2016,9,Rio,Haryanto,1:45.665,red_bull_ring,0,23,0
1688,2016,9,Pascal,Wehrlein,1:45.750,red_bull_ring,1,17,0
1689,2016,9,Jenson,Button,1:45.804,red_bull_ring,13,15,0
1690,2016,9,Marcus,Ericsson,1:46.231,red_bull_ring,0,21,0
1691,2016,9,Kevin,Magnussen,1:46.348,red_bull_ring,6,16,0
1692,2016,9,Jolyon,Palmer,1:46.394,red_bull_ring,0,20,0
1693,2016,10,Lewis,Hamilton,1:06.947,silverstone,167,2,4
1694,2016,10,Nico,Rosberg,1:06.516,silverstone,168,1,5
1695,2016,10,Nico,Hülkenberg,1:07.385,silverstone,26,11,0
1696,2016,10,Sebastian,Vettel,1:06.761,silverstone,98,5,0
1697,2016,10,Jenson,Button,1:07.653,silverstone,13,15,0
1698,2016,10,Kimi,Räikkönen,1:07.240,silverstone,106,3,0
1699,2016,10,Daniel,Ricciardo,1:07.500,silverstone,100,4,0
1700,2016,10,Valtteri,Bottas,1:07.148,silverstone,54,7,0
1701,2016,10,Max,Verstappen,1:07.131,silverstone,90,6,1
1702,2016,10,Felipe,Massa,1:07.419,silverstone,38,9,0
1703,2016,10,Esteban,Gutiérrez,1:07.660,silverstone,0,19,0
1704,2016,10,Pascal,Wehrlein,1:07.565,silverstone,1,17,0
1705,2016,10,Romain,Grosjean,1:07.662,silverstone,28,10,0
1706,2016,10,Fernando,Alonso,1:07.671,silverstone,18,14,0
1707,2016,10,Carlos,Sainz,1:07.618,silverstone,26,12,0
1708,2016,10,Sergio,Pérez,1:07.657,silverstone,47,8,0
1709,2016,10,Kevin,Magnussen,1:07.941,silverstone,6,16,0
1710,2016,10,Jolyon,Palmer,1:07.965,silverstone,0,20,0
1711,2016,10,Rio,Haryanto,1:08.026,silverstone,0,23,0
1712,2016,10,Daniil,Kvyat,1:08.409,silverstone,23,13,0
1713,2016,10,Marcus,Ericsson,1:08.418,silverstone,0,21,0
1714,2016,10,Felipe,Nasr,1:08.446,silverstone,0,22,0
1715,2016,11,Lewis,Hamilton,1:30.739,hungaroring,192,1,5
1716,2016,11,Nico,Rosberg,1:30.724,hungaroring,186,2,5
1717,2016,11,Max,Verstappen,1:31.305,hungaroring,100,6,1
1718,2016,11,Daniel,Ricciardo,1:31.684,hungaroring,115,3,0
1719,2016,11,Kimi,Räikkönen,1:31.326,hungaroring,114,4,0
1720,2016,11,Sebastian,Vettel,1:31.606,hungaroring,110,5,0
1721,2016,11,Valtteri,Bottas,1:31.913,hungaroring,56,7,0
1722,2016,11,Carlos,Sainz,1:32.115,hungaroring,30,10,0
1723,2016,11,Nico,Hülkenberg,1:32.349,hungaroring,27,12,0
1724,2016,11,Fernando,Alonso,1:32.281,hungaroring,24,13,0
1725,2016,11,Sergio,Pérez,1:32.336,hungaroring,47,8,0
1726,2016,11,Felipe,Massa,1:32.146,hungaroring,38,9,0
1727,2016,11,Romain,Grosjean,1:32.283,hungaroring,28,11,0
1728,2016,11,Esteban,Gutiérrez,1:32.237,hungaroring,0,19,0
1729,2016,11,Daniil,Kvyat,1:32.553,hungaroring,23,14,0
1730,2016,11,Kevin,Magnussen,1:32.729,hungaroring,6,16,0
1731,2016,11,Jenson,Button,1:32.788,hungaroring,13,15,0
1732,2016,11,Jolyon,Palmer,1:32.905,hungaroring,0,20,0
1733,2016,11,Rio,Haryanto,1:33.098,hungaroring,0,23,0
1734,2016,11,Pascal,Wehrlein,1:33.151,hungaroring,1,17,0
1735,2016,11,Felipe,Nasr,1:33.544,hungaroring,0,22,0
1736,2016,12,Nico,Rosberg,1:33.302,hockenheimring,198,2,5
1737,2016,12,Lewis,Hamilton,1:34.210,hockenheimring,217,1,6
1738,2016,12,Daniel,Ricciardo,1:39.968,hockenheimring,133,3,0
1739,2016,12,Max,Verstappen,1:40.424,hockenheimring,115,6,1
1740,2016,12,Sebastian,Vettel,1:35.718,hockenheimring,120,5,0
1741,2016,12,Carlos,Sainz,1:36.115,hockenheimring,30,11,0
1742,2016,12,Fernando,Alonso,1:35.165,hockenheimring,24,13,0
1743,2016,12,Jenson,Button,1:37.983,hockenheimring,17,15,0
1744,2016,12,Nico,Hülkenberg,1:41.471,hockenheimring,33,10,0
1745,2016,12,Valtteri,Bottas,1:42.758,hockenheimring,58,7,0
1746,2016,12,Romain,Grosjean,1:35.906,hockenheimring,28,12,0
1747,2016,12,Daniil,Kvyat,1:36.714,hockenheimring,23,14,0
1748,2016,12,Sergio,Pérez,1:41.411,hockenheimring,48,8,0
1749,2016,12,Kimi,Räikkönen,1:36.853,hockenheimring,122,4,0
1750,2016,12,Esteban,Gutiérrez,1:38.959,hockenheimring,0,19,0
1751,2016,12,Felipe,Nasr,1:37.772,hockenheimring,0,22,0
1752,2016,12,Jolyon,Palmer,1:43.965,hockenheimring,0,20,0
1753,2016,12,Felipe,Massa,1:43.999,hockenheimring,38,9,0
1754,2016,12,Kevin,Magnussen,1:44.543,hockenheimring,6,16,0
1755,2016,12,Marcus,Ericsson,1:46.984,hockenheimring,0,21,0
1756,2016,12,Pascal,Wehrlein,1:47.343,hockenheimring,1,17,0
1757,2016,12,Rio,Haryanto,1:50.189,hockenheimring,0,23,0
1758,2016,13,Nico,Rosberg,1:15.485,spa,223,2,6
1759,2016,13,Lewis,Hamilton,1:15.243,spa,232,1,6
1760,2016,13,Daniel,Ricciardo,1:15.591,spa,151,3,0
1761,2016,13,Max,Verstappen,1:15.875,spa,115,6,1
1762,2016,13,Kimi,Räikkönen,1:15.752,spa,124,5,0
1763,2016,13,Sebastian,Vettel,1:15.927,spa,128,4,0
1764,2016,13,Nico,Hülkenberg,1:16.301,spa,45,9,0
1765,2016,13,Valtteri,Bottas,1:15.952,spa,62,7,0
1766,2016,13,Sergio,Pérez,1:16.169,spa,58,8,0
1767,2016,13,Felipe,Massa,1:16.503,spa,39,10,0
1768,2016,13,Esteban,Gutiérrez,1:15.987,spa,0,19,0
1769,2016,13,Jenson,Button,1:16.172,spa,17,15,0
1770,2016,13,Carlos,Sainz,1:16.317,spa,30,12,0
1771,2016,13,Fernando,Alonso,1:16.338,spa,30,11,0
1772,2016,13,Romain,Grosjean,1:16.328,spa,28,13,0
1773,2016,13,Jolyon,Palmer,1:16.636,spa,0,20,0
1774,2016,13,Kevin,Magnussen,1:16.716,spa,6,16,0
1775,2016,13,Pascal,Wehrlein,1:16.717,spa,1,17,0
1776,2016,13,Daniil,Kvyat,1:16.876,spa,23,14,0
1777,2016,13,Rio,Haryanto,1:16.977,spa,0,23,0
1778,2016,13,Felipe,Nasr,1:17.123,spa,0,22,0
1779,2016,13,Marcus,Ericsson,1:17.238,spa,0,21,0
1780,2016,14,Nico,Rosberg,1:48.019,monza,248,2,7
1781,2016,14,Max,Verstappen,1:48.407,monza,121,6,1
1782,2016,14,Kimi,Räikkönen,1:47.912,monza,136,5,0
1783,2016,14,Sebastian,Vettel,1:47.802,monza,143,4,0
1784,2016,14,Daniel,Ricciardo,1:48.407,monza,161,3,0
1785,2016,14,Sergio,Pérez,1:48.106,monza,62,8,0
1786,2016,14,Nico,Hülkenberg,1:48.080,monza,46,9,0
1787,2016,14,Valtteri,Bottas,1:48.655,monza,70,7,0
1788,2016,14,Jenson,Button,1:48.700,monza,17,15,0
1789,2016,14,Felipe,Massa,1:47.738,monza,41,10,0
1790,2016,14,Romain,Grosjean,1:48.751,monza,28,13,0
1791,2016,14,Kevin,Magnussen,1:48.800,monza,6,16,0
1792,2016,14,Esteban,Gutiérrez,1:48.748,monza,0,19,0
1793,2016,14,Jolyon,Palmer,1:48.901,monza,0,20,0
1794,2016,14,Carlos,Sainz,1:48.876,monza,30,12,0
1795,2016,14,Pascal,Wehrlein,1:48.554,monza,1,17,0
1796,2016,14,Felipe,Nasr,1:48.949,monza,0,22,0
1797,2016,14,Esteban,Ocon,1:49.050,monza,0,24,0
1798,2016,14,Daniil,Kvyat,1:49.058,monza,23,14,0
1799,2016,14,Marcus,Ericsson,1:49.071,monza,0,21,0
1800,2016,14,Lewis,Hamilton,1:50.033,monza,250,1,6
1801,2016,15,Lewis,Hamilton,1:21.854,marina_bay,265,2,6
1802,2016,15,Nico,Rosberg,1:22.497,marina_bay,273,1,8
1803,2016,15,Sebastian,Vettel,1:23.077,marina_bay,153,4,0
1804,2016,15,Kimi,Räikkönen,1:23.217,marina_bay,148,5,0
1805,2016,15,Valtteri,Bottas,1:23.264,marina_bay,70,7,0
1806,2016,15,Daniel,Ricciardo,1:23.158,marina_bay,179,3,0
1807,2016,15,Max,Verstappen,1:23.229,marina_bay,129,6,1
1808,2016,15,Sergio,Pérez,1:23.439,marina_bay,66,8,0
1809,2016,15,Nico,Hülkenberg,1:23.259,marina_bay,46,9,0
1810,2016,15,Esteban,Gutiérrez,1:23.386,marina_bay,0,19,0
1811,2016,15,Felipe,Massa,1:23.489,marina_bay,41,10,0
1812,2016,15,Romain,Grosjean,1:23.421,marina_bay,28,13,0
1813,2016,15,Fernando,Alonso,1:23.783,marina_bay,36,11,0
1814,2016,15,Pascal,Wehrlein,1:23.760,marina_bay,1,17,0
1815,2016,15,Jenson,Button,1:23.666,marina_bay,17,15,0
1816,2016,15,Carlos,Sainz,1:23.661,marina_bay,30,12,0
1817,2016,15,Daniil,Kvyat,1:23.825,marina_bay,25,14,0
1818,2016,15,Felipe,Nasr,1:23.956,marina_bay,0,22,0
1819,2016,15,Marcus,Ericsson,1:24.087,marina_bay,0,21,0
1820,2016,15,Jolyon,Palmer,1:24.230,marina_bay,0,20,0
1821,2016,15,Kevin,Magnussen,1:24.436,marina_bay,7,16,0
1822,2016,16,Nico,Rosberg,1:45.316,sepang,288,1,8
1823,2016,16,Daniel,Ricciardo,1:44.255,sepang,204,3,1
1824,2016,16,Lewis,Hamilton,1:45.167,sepang,265,2,6
1825,2016,16,Max,Verstappen,1:45.036,sepang,147,6,1
1826,2016,16,Kimi,Räikkönen,1:44.964,sepang,160,4,0
1827,2016,16,Carlos,Sainz,1:45.499,sepang,30,12,0
1828,2016,16,Daniil,Kvyat,1:45.291,sepang,25,14,0
1829,2016,16,Nico,Hülkenberg,1:46.081,sepang,50,9,0
1830,2016,16,Fernando,Alonso,1:45.373,sepang,42,10,0
1831,2016,16,Sergio,Pérez,1:45.204,sepang,74,8,0
1832,2016,16,Valtteri,Bottas,1:46.086,sepang,80,7,0
1833,2016,16,Felipe,Massa,1:46.056,sepang,41,11,0
1834,2016,16,Jenson,Button,1:45.262,sepang,19,15,0
1835,2016,16,Esteban,Gutiérrez,1:45.465,sepang,0,20,0
1836,2016,16,Romain,Grosjean,1:45.609,sepang,28,13,0
1837,2016,16,Marcus,Ericsson,1:46.427,sepang,0,21,0
1838,2016,16,Kevin,Magnussen,1:46.825,sepang,7,16,0
1839,2016,16,Felipe,Nasr,1:46.860,sepang,0,22,0
1840,2016,16,Jolyon,Palmer,1:46.960,sepang,1,17,0
1841,2016,16,Pascal,Wehrlein,1:47.667,sepang,1,18,0
1842,2016,16,Esteban,Ocon,1:48.296,sepang,0,24,0
1843,2016,16,Sebastian,Vettel,1:49.116,sepang,153,5,0
1844,2016,17,Lewis,Hamilton,1:34.444,suzuka,280,2,6
1845,2016,17,Nico,Rosberg,1:34.460,suzuka,313,1,9
1846,2016,17,Max,Verstappen,1:35.443,suzuka,165,5,1
1847,2016,17,Daniel,Ricciardo,1:35.079,suzuka,212,3,1
1848,2016,17,Sebastian,Vettel,1:34.557,suzuka,165,6,0
1849,2016,17,Kimi,Räikkönen,1:34.556,suzuka,170,4,0
1850,2016,17,Sergio,Pérez,1:35.068,suzuka,80,8,0
1851,2016,17,Nico,Hülkenberg,1:34.827,suzuka,54,9,0
1852,2016,17,Jenson,Button,1:35.267,suzuka,19,15,0
1853,2016,17,Felipe,Massa,1:35.267,suzuka,43,10,0
1854,2016,17,Valtteri,Bottas,1:35.166,suzuka,81,7,0
1855,2016,17,Romain,Grosjean,1:35.400,suzuka,28,13,0
1856,2016,17,Esteban,Gutiérrez,1:35.658,suzuka,0,20,0
1857,2016,17,Kevin,Magnussen,1:35.593,suzuka,7,16,0
1858,2016,17,Daniil,Kvyat,1:35.695,suzuka,25,14,0
1859,2016,17,Carlos,Sainz,1:35.605,suzuka,30,12,0
1860,2016,17,Marcus,Ericsson,1:35.816,suzuka,0,21,0
1861,2016,17,Felipe,Nasr,1:35.949,suzuka,0,22,0
1862,2016,17,Jolyon,Palmer,1:35.999,suzuka,1,17,0
1863,2016,17,Esteban,Ocon,1:36.451,suzuka,0,24,0
1864,2016,17,Pascal,Wehrlein,1:36.587,suzuka,1,18,0
1865,2016,17,Fernando,Alonso,1:37.155,suzuka,42,11,0
1866,2016,18,Nico,Rosberg,1:31.858,americas,331,1,9
1867,2016,18,Lewis,Hamilton,1:32.218,americas,305,2,7
1868,2016,18,Kimi,Räikkönen,1:31.674,americas,170,5,0
1869,2016,18,Sebastian,Vettel,1:31.659,americas,177,4,0
1870,2016,18,Max,Verstappen,1:32.487,americas,165,6,1
1871,2016,18,Daniel,Ricciardo,1:32.538,americas,227,3,1
1872,2016,18,Sergio,Pérez,1:32.682,americas,84,7,0
1873,2016,18,Romain,Grosjean,1:32.458,americas,29,13,0
1874,2016,18,Nico,Hülkenberg,1:32.448,americas,54,9,0
1875,2016,18,Esteban,Gutiérrez,1:32.620,americas,0,20,0
1876,2016,18,Valtteri,Bottas,1:32.383,americas,81,8,0
1877,2016,18,Felipe,Massa,1:32.562,americas,49,11,0
1878,2016,18,Daniil,Kvyat,1:32.645,americas,25,14,0
1879,2016,18,Carlos,Sainz,1:32.789,americas,38,12,0
1880,2016,18,Fernando,Alonso,1:32.819,americas,52,10,0
1881,2016,18,Jolyon,Palmer,1:32.796,americas,1,17,0
1882,2016,18,Jenson,Button,1:32.851,americas,21,15,0
1883,2016,18,Kevin,Magnussen,1:33.023,americas,7,16,0
1884,2016,18,Marcus,Ericsson,1:33.222,americas,0,21,0
1885,2016,18,Felipe,Nasr,1:33.332,americas,0,22,0
1886,2016,18,Esteban,Ocon,1:33.353,americas,0,24,0
1887,2016,18,Pascal,Wehrlein,1:33.561,americas,1,18,0
1888,2016,19,Lewis,Hamilton,1:36.296,rodriguez,330,2,8
1889,2016,19,Nico,Rosberg,1:36.397,rodriguez,349,1,9
1890,2016,19,Daniel,Ricciardo,1:36.759,rodriguez,242,3,1
1891,2016,19,Max,Verstappen,1:36.613,rodriguez,177,6,1
1892,2016,19,Kimi,Räikkönen,1:36.985,rodriguez,178,5,0
1893,2016,19,Sebastian,Vettel,1:37.151,rodriguez,187,4,0
1894,2016,19,Nico,Hülkenberg,1:36.950,rodriguez,60,9,0
1895,2016,19,Valtteri,Bottas,1:37.456,rodriguez,85,8,0
1896,2016,19,Felipe,Massa,1:37.402,rodriguez,51,11,0
1897,2016,19,Carlos,Sainz,1:37.744,rodriguez,38,12,0
1898,2016,19,Sergio,Pérez,1:37.345,rodriguez,85,7,0
1899,2016,19,Fernando,Alonso,1:37.913,rodriguez,52,10,0
1900,2016,19,Daniil,Kvyat,1:37.844,rodriguez,25,14,0
1901,2016,19,Esteban,Gutiérrez,1:38.053,rodriguez,0,20,0
1902,2016,19,Jolyon,Palmer,1:38.084,rodriguez,1,17,0
1903,2016,19,Marcus,Ericsson,1:38.040,rodriguez,0,21,0
1904,2016,19,Romain,Grosjean,1:38.308,rodriguez,29,13,0
1905,2016,19,Kevin,Magnussen,1:38.317,rodriguez,7,16,0
1906,2016,19,Jenson,Button,1:38.327,rodriguez,21,15,0
1907,2016,19,Pascal,Wehrlein,1:38.548,rodriguez,1,18,0
1908,2016,19,Felipe,Nasr,1:38.583,rodriguez,0,22,0
1909,2016,19,Esteban,Ocon,1:38.806,rodriguez,0,24,0
1910,2016,20,Lewis,Hamilton,1:19.447,interlagos,355,2,9
1911,2016,20,Nico,Rosberg,1:19.996,interlagos,367,1,9
1912,2016,20,Max,Verstappen,1:19.874,interlagos,192,5,1
1913,2016,20,Daniel,Ricciardo,1:19.713,interlagos,246,3,1
1914,2016,20,Nico,Hülkenberg,1:20.599,interlagos,66,9,0
1915,2016,20,Kimi,Räikkönen,1:19.554,interlagos,178,6,0
1916,2016,20,Sebastian,Vettel,1:19.865,interlagos,197,4,0
1917,2016,20,Valtteri,Bottas,1:20.338,interlagos,85,8,0
1918,2016,20,Felipe,Massa,1:20.423,interlagos,51,11,0
1919,2016,20,Carlos,Sainz,1:20.457,interlagos,46,12,0
1920,2016,20,Fernando,Alonso,1:20.552,interlagos,53,10,0
1921,2016,20,Sergio,Pérez,1:20.308,interlagos,97,7,0
1922,2016,20,Jenson,Button,1:21.333,interlagos,21,15,0
1923,2016,20,Kevin,Magnussen,1:21.254,interlagos,7,16,0
1924,2016,20,Marcus,Ericsson,1:21.062,interlagos,0,22,0
1925,2016,20,Pascal,Wehrlein,1:21.363,interlagos,1,19,0
1926,2016,20,Esteban,Gutiérrez,1:21.401,interlagos,0,21,0
1927,2016,20,Daniil,Kvyat,1:21.454,interlagos,25,14,0
1928,2016,20,Felipe,Nasr,1:21.692,interlagos,2,17,0
1929,2016,20,Esteban,Ocon,1:21.881,interlagos,0,23,0
1930,2016,20,Romain,Grosjean,1:21.916,interlagos,29,13,0
