,Year,Round,First_Name,Last_Name,Q_Time,Track,Points,Position,Wins
0,2020,1,Valtteri,Bottas,1:04.111,red_bull_ring,25,1,1
1,2020,1,Lewis,Hamilton,1:04.198,red_bull_ring,12,4,0
2,2020,1,Max,Verstappen,1:04.024,red_bull_ring,0,20,0
3,2020,1,Lando,Norris,1:04.606,red_bull_ring,16,3,0
4,2020,1,Alexander,Albon,1:04.661,red_bull_ring,0,13,0
5,2020,1,Sergio,Pérez,1:04.543,red_bull_ring,8,6,0
6,2020,1,Charles,Leclerc,1:04.500,red_bull_ring,18,2,0
7,2020,1,Carlos,Sainz,1:04.537,red_bull_ring,10,5,0
8,2020,1,Lance,Stroll,1:04.309,red_bull_ring,0,18,0
9,2020,1,Daniel,Ricciardo,1:04.556,red_bull_ring,0,19,0
10,2020,1,Sebastian,Vettel,1:04.554,red_bull_ring,1,10,0
11,2020,1,Pierre,Gasly,1:04.603,red_bull_ring,6,7,0
12,2020,1,Daniil,Kvyat,1:05.031,red_bull_ring,0,12,0
13,2020,1,Esteban,Ocon,1:04.933,red_bull_ring,4,8,0
14,2020,1,Romain,Grosjean,1:05.094,red_bull_ring,0,16,0
15,2020,1,Kevin,Magnussen,1:05.164,red_bull_ring,0,17,0
16,2020,1,George,Russell,1:05.167,red_bull_ring,0,15,0
17,2020,1,Antonio,Giovinazzi,1:05.175,red_bull_ring,2,9,0
18,2020,1,Kimi,Räikkönen,1:05.224,red_bull_ring,0,14,0
19,2020,1,Nicholas,Latifi,1:05.757,red_bull_ring,0,11,0
20,2020,2,Valtteri,Bottas,1:04.111,red_bull_ring,43,1,1
21,2020,2,Lewis,Hamilton,1:04.198,red_bull_ring,37,2,1
22,2020,2,Max,Verstappen,1:04.024,red_bull_ring,15,6,0
23,2020,2,Lando,Norris,1:04.606,red_bull_ring,26,3,0
24,2020,2,Alexander,Albon,1:04.661,red_bull_ring,12,8,0
25,2020,2,Sergio,Pérez,1:04.543,red_bull_ring,16,5,0
26,2020,2,Charles,Leclerc,1:04.500,red_bull_ring,18,4,0
27,2020,2,Carlos,Sainz,1:04.537,red_bull_ring,13,7,0
28,2020,2,Lance,Stroll,1:04.309,red_bull_ring,6,10,0
29,2020,2,Daniel,Ricciardo,1:04.556,red_bull_ring,4,12,0
30,2020,2,Sebastian,Vettel,1:04.554,red_bull_ring,1,15,0
31,2020,2,Pierre,Gasly,1:04.603,red_bull_ring,6,9,0
32,2020,2,Daniil,Kvyat,1:05.031,red_bull_ring,1,14,0
33,2020,2,Esteban,Ocon,1:04.933,red_bull_ring,4,11,0
34,2020,2,Romain,Grosjean,1:05.094,red_bull_ring,0,19,0
35,2020,2,Kevin,Magnussen,1:05.164,red_bull_ring,0,18,0
36,2020,2,George,Russell,1:05.167,red_bull_ring,0,20,0
37,2020,2,Antonio,Giovinazzi,1:05.175,red_bull_ring,2,13,0
38,2020,2,Kimi,Räikkönen,1:05.224,red_bull_ring,0,17,0
39,2020,2,Nicholas,Latifi,1:05.757,red_bull_ring,0,16,0
40,2020,3,Lewis,Hamilton,1:18.188,hungaroring,63,1,2
41,2020,3,Max,Verstappen,1:18.297,hungaroring,33,3,0
42,2020,3,Carlos,Sainz,1:18.590,hungaroring,15,9,0
43,2020,3,Valtteri,Bottas,1:18.791,hungaroring,58,2,1
44,2020,3,Esteban,Ocon,1:19.687,hungaroring,4,13,0
45,2020,3,Lando,Norris,1:18.504,hungaroring,26,4,0
46,2020,3,Alexander,Albon,1:20.882,hungaroring,22,5,0
47,2020,3,Pierre,Gasly,1:20.192,hungaroring,6,12,0
48,2020,3,Daniel,Ricciardo,1:19.662,hungaroring,8,11,0
49,2020,3,Sebastian,Vettel,1:20.243,hungaroring,9,10,0
50,2020,3,Charles,Leclerc,1:20.871,hungaroring,18,7,0
51,2020,3,George,Russell,1:20.382,hungaroring,0,20,0
52,2020,3,Lance,Stroll,1:19.697,hungaroring,18,8,0
53,2020,3,Daniil,Kvyat,1:19.824,hungaroring,1,15,0
54,2020,3,Kevin,Magnussen,1:21.140,hungaroring,1,16,0
55,2020,3,Kimi,Räikkönen,1:21.140,hungaroring,0,17,0
56,2020,3,Sergio,Pérez,1:21.607,hungaroring,22,6,0
57,2020,3,Nicholas,Latifi,1:21.759,hungaroring,0,18,0
58,2020,3,Antonio,Giovinazzi,1:21.831,hungaroring,2,14,0
59,2020,3,Romain,Grosjean,,hungaroring,0,19,0
60,2020,4,Lewis,Hamilton,1:14.907,silverstone,88,1,3
61,2020,4,Valtteri,Bottas,1:15.474,silverstone,58,2,1
62,2020,4,Lance,Stroll,1:14.895,silverstone,20,8,0
63,2020,4,Sergio,Pérez,1:14.681,silverstone,22,7,0
64,2020,4,Sebastian,Vettel,1:15.455,silverstone,10,13,0
65,2020,4,Charles,Leclerc,1:15.793,silverstone,33,5,0
66,2020,4,Max,Verstappen,1:15.495,silverstone,52,3,0
67,2020,4,Lando,Norris,1:15.444,silverstone,36,4,0
68,2020,4,Carlos,Sainz,1:15.281,silverstone,15,10,0
69,2020,4,Pierre,Gasly,1:15.767,silverstone,12,12,0
70,2020,4,Daniel,Ricciardo,1:15.848,silverstone,20,9,0
71,2020,4,George,Russell,1:15.585,silverstone,0,19,0
72,2020,4,Alexander,Albon,1:15.722,silverstone,26,6,0
73,2020,4,Esteban,Ocon,1:15.719,silverstone,12,11,0
74,2020,4,Nicholas,Latifi,1:16.105,silverstone,0,17,0
75,2020,4,Kevin,Magnussen,1:16.152,silverstone,1,16,0
76,2020,4,Daniil,Kvyat,1:16.204,silverstone,1,15,0
77,2020,4,Romain,Grosjean,1:16.407,silverstone,0,20,0
78,2020,4,Antonio,Giovinazzi,1:16.506,silverstone,2,14,0
79,2020,4,Kimi,Räikkönen,1:16.614,silverstone,0,18,0
80,2020,5,Lewis,Hamilton,1:25.900,silverstone,107,1,3
81,2020,5,Valtteri,Bottas,1:25.801,silverstone,73,3,1
82,2020,5,Max,Verstappen,1:26.115,silverstone,77,2,1
83,2020,5,Charles,Leclerc,1:26.550,silverstone,45,4,0
84,2020,5,Lando,Norris,1:26.855,silverstone,38,5,0
85,2020,5,Lance,Stroll,1:26.243,silverstone,28,7,0
86,2020,5,Carlos,Sainz,1:26.715,silverstone,15,11,0
87,2020,5,Daniel,Ricciardo,1:26.677,silverstone,20,9,0
88,2020,5,Esteban,Ocon,1:26.396,silverstone,16,10,0
89,2020,5,Sebastian,Vettel,1:26.469,silverstone,10,13,0
90,2020,5,Pierre,Gasly,1:26.343,silverstone,12,12,0
91,2020,5,Alexander,Albon,1:26.565,silverstone,36,6,0
92,2020,5,Nico,Hülkenberg,1:26.327,silverstone,6,14,0
93,2020,5,Daniil,Kvyat,1:26.774,silverstone,2,16,0
94,2020,5,George,Russell,1:26.732,silverstone,0,20,0
95,2020,5,Kevin,Magnussen,1:27.158,silverstone,1,17,0
96,2020,5,Antonio,Giovinazzi,1:27.164,silverstone,2,15,0
97,2020,5,Kimi,Räikkönen,1:27.366,silverstone,0,18,0
98,2020,5,Romain,Grosjean,1:27.643,silverstone,0,21,0
99,2020,5,Nicholas,Latifi,1:27.705,silverstone,0,19,0
100,2020,6,Valtteri,Bottas,1:26.738,catalunya,89,3,1
101,2020,6,Lewis,Hamilton,1:26.818,catalunya,132,1,4
102,2020,6,Nico,Hülkenberg,1:27.279,catalunya,6,14,0
103,2020,6,Max,Verstappen,1:27.154,catalunya,95,2,1
104,2020,6,Daniel,Ricciardo,1:27.442,catalunya,20,10,0
105,2020,6,Lance,Stroll,1:27.187,catalunya,40,5,0
106,2020,6,Pierre,Gasly,1:27.154,catalunya,14,13,0
107,2020,6,Charles,Leclerc,1:27.427,catalunya,45,4,0
108,2020,6,Alexander,Albon,1:27.153,catalunya,40,6,0
109,2020,6,Lando,Norris,1:27.217,catalunya,39,7,0
110,2020,6,Esteban,Ocon,1:27.278,catalunya,16,12,0
111,2020,6,Sebastian,Vettel,1:27.612,catalunya,16,11,0
112,2020,6,Carlos,Sainz,1:27.450,catalunya,23,9,0
113,2020,6,Romain,Grosjean,1:27.519,catalunya,0,21,0
114,2020,6,George,Russell,1:27.757,catalunya,0,20,0
115,2020,6,Daniil,Kvyat,1:27.882,catalunya,2,16,0
116,2020,6,Kevin,Magnussen,1:28.236,catalunya,1,17,0
117,2020,6,Nicholas,Latifi,1:28.430,catalunya,0,19,0
118,2020,6,Antonio,Giovinazzi,1:28.433,catalunya,2,15,0
119,2020,6,Kimi,Räikkönen,1:28.493,catalunya,0,18,0
120,2020,7,Lewis,Hamilton,1:16.872,spa,157,1,5
121,2020,7,Valtteri,Bottas,1:17.243,spa,107,3,1
122,2020,7,Max,Verstappen,1:17.213,spa,110,2,1
123,2020,7,Sergio,Pérez,1:17.117,spa,33,9,0
124,2020,7,Lance,Stroll,1:17.316,spa,42,7,0
125,2020,7,Alexander,Albon,1:17.419,spa,48,4,0
126,2020,7,Carlos,Sainz,1:17.438,spa,23,11,0
127,2020,7,Lando,Norris,1:17.577,spa,45,6,0
128,2020,7,Charles,Leclerc,1:17.256,spa,45,5,0
129,2020,7,Pierre,Gasly,1:17.356,spa,18,12,0
130,2020,7,Sebastian,Vettel,1:17.573,spa,16,13,0
131,2020,7,Daniil,Kvyat,1:17.676,spa,2,16,0
132,2020,7,Daniel,Ricciardo,1:17.667,spa,33,8,0
133,2020,7,Kimi,Räikkönen,1:17.797,spa,0,18,0
134,2020,7,Esteban,Ocon,1:17.765,spa,26,10,0
135,2020,7,Kevin,Magnussen,1:17.908,spa,1,17,0
136,2020,7,Romain,Grosjean,1:18.089,spa,0,21,0
137,2020,7,George,Russell,1:18.099,spa,0,20,0
138,2020,7,Nicholas,Latifi,1:18.532,spa,0,19,0
139,2020,7,Antonio,Giovinazzi,1:18.697,spa,2,15,0
140,2020,8,Lewis,Hamilton,1:42.323,monza,164,1,5
141,2020,8,Valtteri,Bottas,1:42.534,monza,117,2,1
142,2020,8,Max,Verstappen,1:43.197,monza,110,3,1
143,2020,8,Daniel,Ricciardo,1:43.309,monza,41,10,0
144,2020,8,Alexander,Albon,1:43.418,monza,48,6,0
145,2020,8,Esteban,Ocon,1:43.505,monza,30,12,0
146,2020,8,Carlos,Sainz,1:43.322,monza,41,9,0
147,2020,8,Sergio,Pérez,1:43.349,monza,34,11,0
148,2020,8,Lance,Stroll,1:43.265,monza,57,4,0
149,2020,8,Lando,Norris,1:43.514,monza,57,5,0
150,2020,8,Daniil,Kvyat,1:43.267,monza,4,15,0
151,2020,8,Pierre,Gasly,1:43.262,monza,43,8,1
152,2020,8,Charles,Leclerc,1:43.656,monza,45,7,0
153,2020,8,Sebastian,Vettel,1:43.567,monza,16,13,0
154,2020,8,George,Russell,1:43.630,monza,0,21,0
155,2020,8,Kimi,Räikkönen,1:43.743,monza,0,19,0
156,2020,8,Romain,Grosjean,1:43.838,monza,0,20,0
157,2020,8,Antonio,Giovinazzi,1:43.950,monza,2,16,0
158,2020,8,Nicholas,Latifi,1:44.138,monza,0,18,0
159,2020,8,Kevin,Magnussen,1:44.314,monza,1,17,0
160,2020,9,Lewis,Hamilton,1:19.514,mugello,190,1,6
161,2020,9,Valtteri,Bottas,1:19.786,mugello,135,2,1
162,2020,9,Carlos,Sainz,1:20.099,mugello,41,11,0
163,2020,9,Sergio,Pérez,1:20.048,mugello,44,9,0
164,2020,9,Max,Verstappen,1:20.193,mugello,110,3,1
165,2020,9,Lando,Norris,1:20.344,mugello,65,4,0
166,2020,9,Daniel,Ricciardo,1:20.548,mugello,53,7,0
167,2020,9,Lance,Stroll,1:20.400,mugello,57,6,0
168,2020,9,Alexander,Albon,1:21.104,mugello,63,5,0
169,2020,9,Pierre,Gasly,1:20.145,mugello,43,10,1
170,2020,9,Daniil,Kvyat,1:20.307,mugello,10,14,0
171,2020,9,Esteban,Ocon,1:20.747,mugello,30,12,0
172,2020,9,Charles,Leclerc,1:20.443,mugello,49,8,0
173,2020,9,Kimi,Räikkönen,1:21.010,mugello,2,16,0
174,2020,9,Kevin,Magnussen,1:20.869,mugello,1,18,0
175,2020,9,Romain,Grosjean,1:21.139,mugello,0,21,0
176,2020,9,Sebastian,Vettel,1:21.151,mugello,17,13,0
177,2020,9,Antonio,Giovinazzi,1:21.206,mugello,2,17,0
178,2020,9,George,Russell,1:21.587,mugello,0,20,0
179,2020,9,Nicholas,Latifi,1:21.717,mugello,0,19,0
180,2020,10,Lewis,Hamilton,1:15.778,sochi,205,1,6
181,2020,10,Valtteri,Bottas,1:15.749,sochi,161,2,2
182,2020,10,Max,Verstappen,1:16.335,sochi,128,3,1
183,2020,10,Alexander,Albon,1:16.527,sochi,64,5,0
184,2020,10,Charles,Leclerc,1:16.698,sochi,57,7,0
185,2020,10,Sergio,Pérez,1:16.596,sochi,56,9,0
186,2020,10,Lance,Stroll,1:16.701,sochi,57,8,0
187,2020,10,Daniel,Ricciardo,1:16.981,sochi,63,6,0
188,2020,10,Carlos,Sainz,1:16.993,sochi,41,11,0
189,2020,10,Esteban,Ocon,1:16.825,sochi,36,12,0
190,2020,10,Lando,Norris,1:16.895,sochi,65,4,0
191,2020,10,Daniil,Kvyat,1:16.928,sochi,14,14,0
192,2020,10,Kimi,Räikkönen,1:17.059,sochi,2,16,0
193,2020,10,Sebastian,Vettel,1:17.072,sochi,17,13,0
194,2020,10,Romain,Grosjean,1:17.069,sochi,0,21,0
195,2020,10,Pierre,Gasly,1:17.125,sochi,45,10,1
196,2020,10,Antonio,Giovinazzi,1:17.220,sochi,2,17,0
197,2020,10,George,Russell,1:17.232,sochi,0,20,0
198,2020,10,Nicholas,Latifi,1:17.320,sochi,0,19,0
199,2020,10,Kevin,Magnussen,1:17.348,sochi,1,18,0
200,2020,11,Lewis,Hamilton,1:32.983,nurburgring,230,1,7
201,2020,11,Max,Verstappen,1:33.630,nurburgring,147,3,1
202,2020,11,Valtteri,Bottas,1:32.656,nurburgring,161,2,2
203,2020,11,Sergio,Pérez,1:33.704,nurburgring,68,5,0
204,2020,11,Daniel,Ricciardo,1:33.650,nurburgring,78,4,0
205,2020,11,Carlos,Sainz,1:33.967,nurburgring,51,11,0
206,2020,11,Esteban,Ocon,1:33.557,nurburgring,36,12,0
207,2020,11,Lando,Norris,1:33.804,nurburgring,65,6,0
208,2020,11,Pierre,Gasly,1:33.734,nurburgring,53,10,1
209,2020,11,Alexander,Albon,1:33.919,nurburgring,64,7,0
210,2020,11,Charles,Leclerc,1:34.071,nurburgring,63,8,0
211,2020,11,Daniil,Kvyat,1:33.511,nurburgring,14,14,0
212,2020,11,Lance,Stroll,1:33.852,nurburgring,57,9,0
213,2020,11,George,Russell,1:34.020,nurburgring,0,21,0
214,2020,11,Sebastian,Vettel,1:34.134,nurburgring,17,13,0
215,2020,11,Romain,Grosjean,1:34.592,nurburgring,2,18,0
216,2020,11,Antonio,Giovinazzi,1:34.594,nurburgring,3,16,0
217,2020,11,Kevin,Magnussen,1:34.681,nurburgring,1,19,0
218,2020,11,Nicholas,Latifi,1:35.066,nurburgring,0,20,0
219,2020,11,Kimi,Räikkönen,1:35.267,nurburgring,2,17,0
220,2020,12,Valtteri,Bottas,1:26.573,portimao,179,2,2
221,2020,12,Lewis,Hamilton,1:26.620,portimao,256,1,8
222,2020,12,Max,Verstappen,1:26.319,portimao,162,3,1
223,2020,12,Charles,Leclerc,1:26.857,portimao,75,5,0
224,2020,12,Alexander,Albon,1:27.126,portimao,64,8,0
225,2020,12,Daniel,Ricciardo,1:26.836,portimao,80,4,0
226,2020,12,Esteban,Ocon,1:27.086,portimao,40,12,0
227,2020,12,Lando,Norris,1:26.829,portimao,65,7,0
228,2020,12,Sergio,Pérez,1:27.120,portimao,74,6,0
229,2020,12,Carlos,Sainz,1:27.378,portimao,59,10,0
230,2020,12,Sebastian,Vettel,1:27.107,portimao,18,13,0
231,2020,12,Pierre,Gasly,1:27.072,portimao,63,9,1
232,2020,12,Daniil,Kvyat,1:27.285,portimao,14,14,0
233,2020,12,Antonio,Giovinazzi,1:27.532,portimao,3,16,0
234,2020,12,Kevin,Magnussen,1:27.231,portimao,1,19,0
235,2020,12,Romain,Grosjean,1:27.552,portimao,2,18,0
236,2020,12,George,Russell,1:27.564,portimao,0,21,0
237,2020,12,Nicholas,Latifi,1:27.812,portimao,0,20,0
238,2020,12,Kimi,Räikkönen,1:27.817,portimao,2,17,0
239,2020,12,Nico,Hülkenberg,1:28.021,portimao,10,15,0
240,2020,13,Lewis,Hamilton,1:16.828,imola,282,1,9
241,2020,13,Valtteri,Bottas,1:16.945,imola,197,2,2
242,2020,13,Max,Verstappen,1:16.879,imola,162,3,1
243,2020,13,Charles,Leclerc,1:17.421,imola,85,5,0
244,2020,13,Sergio,Pérez,1:17.370,imola,82,6,0
245,2020,13,Alexander,Albon,1:17.435,imola,64,9,0
246,2020,13,Carlos,Sainz,1:17.627,imola,65,8,0
247,2020,13,Lando,Norris,1:17.547,imola,69,7,0
248,2020,13,Pierre,Gasly,1:17.209,imola,63,10,1
249,2020,13,Daniel,Ricciardo,1:17.621,imola,95,4,0
250,2020,13,Esteban,Ocon,1:17.775,imola,40,12,0
251,2020,13,Lance,Stroll,1:17.667,imola,57,11,0
252,2020,13,Daniil,Kvyat,1:17.841,imola,26,13,0
253,2020,13,George,Russell,1:17.931,imola,0,21,0
254,2020,13,Sebastian,Vettel,1:17.446,imola,18,14,0
255,2020,13,Kimi,Räikkönen,1:18.201,imola,4,16,0
256,2020,13,Antonio,Giovinazzi,1:18.323,imola,4,17,0
257,2020,13,Romain,Grosjean,1:18.364,imola,2,18,0
258,2020,13,Kevin,Magnussen,1:18.508,imola,1,19,0
259,2020,13,Nicholas,Latifi,1:18.777,imola,0,20,0
260,2020,14,Valtteri,Bottas,1:14.221,istanbul,197,2,2
261,2020,14,Lewis,Hamilton,1:14.229,istanbul,307,1,10
262,2020,14,Max,Verstappen,1:15.034,istanbul,170,3,1
263,2020,14,Pierre,Gasly,1:15.183,istanbul,63,10,1
264,2020,14,Daniel,Ricciardo,1:15.474,istanbul,96,6,0
265,2020,14,Alexander,Albon,1:15.402,istanbul,70,9,0
266,2020,14,Charles,Leclerc,1:15.123,istanbul,97,5,0
267,2020,14,Daniil,Kvyat,1:15.412,istanbul,26,14,0
268,2020,14,Lando,Norris,1:15.274,istanbul,74,8,0
269,2020,14,Carlos,Sainz,1:15.528,istanbul,75,7,0
270,2020,14,Sergio,Pérez,1:15.407,istanbul,100,4,0
271,2020,14,Esteban,Ocon,1:15.352,istanbul,40,12,0
272,2020,14,George,Russell,1:15.760,istanbul,0,21,0
273,2020,14,Sebastian,Vettel,1:15.571,istanbul,33,13,0
274,2020,14,Lance,Stroll,1:15.822,istanbul,59,11,0
275,2020,14,Romain,Grosjean,1:15.918,istanbul,2,18,0
276,2020,14,Kevin,Magnussen,1:15.939,istanbul,1,19,0
277,2020,14,Kimi,Räikkönen,1:15.953,istanbul,4,16,0
278,2020,14,Nicholas,Latifi,1:15.987,istanbul,0,20,0
279,2020,14,Antonio,Giovinazzi,1:16.208,istanbul,4,17,0
280,2020,15,Lance,Stroll,2:07.467,bahrain,59,11,0
281,2020,15,Max,Verstappen,1:57.485,bahrain,189,3,1
282,2020,15,Sergio,Pérez,2:07.614,bahrain,100,5,0
283,2020,15,Alexander,Albon,1:59.431,bahrain,85,9,0
284,2020,15,Daniel,Ricciardo,2:05.598,bahrain,102,4,0
285,2020,15,Lewis,Hamilton,2:07.599,bahrain,332,1,11
286,2020,15,Esteban,Ocon,2:06.115,bahrain,42,12,0
287,2020,15,Kimi,Räikkönen,2:01.249,bahrain,4,16,0
288,2020,15,Valtteri,Bottas,2:07.001,bahrain,201,2,2
289,2020,15,Antonio,Giovinazzi,2:07.341,bahrain,4,17,0
290,2020,15,Lando,Norris,2:07.167,bahrain,86,7,0
291,2020,15,Sebastian,Vettel,2:03.356,bahrain,33,13,0
292,2020,15,Carlos,Sainz,2:07.489,bahrain,85,8,0
293,2020,15,Charles,Leclerc,2:04.464,bahrain,98,6,0
294,2020,15,Pierre,Gasly,2:05.579,bahrain,71,10,1
295,2020,15,Kevin,Magnussen,2:08.007,bahrain,1,19,0
296,2020,15,Daniil,Kvyat,2:09.070,bahrain,26,14,0
297,2020,15,George,Russell,2:10.017,bahrain,0,21,0
298,2020,15,Romain,Grosjean,2:12.909,bahrain,2,18,0
299,2020,15,Nicholas,Latifi,2:21.611,bahrain,0,20,0
300,2020,16,Lewis,Hamilton,1:28.343,bahrain,332,1,11
301,2020,16,Valtteri,Bottas,1:28.767,bahrain,205,2,2
302,2020,16,Max,Verstappen,1:28.885,bahrain,189,3,1
303,2020,16,Alexander,Albon,1:28.732,bahrain,93,8,0
304,2020,16,Sergio,Pérez,1:29.178,bahrain,125,4,1
305,2020,16,Daniel,Ricciardo,1:29.005,bahrain,112,5,0
306,2020,16,Esteban,Ocon,1:29.203,bahrain,60,12,0
307,2020,16,Pierre,Gasly,1:28.971,bahrain,71,11,1
308,2020,16,Lando,Norris,1:29.464,bahrain,87,9,0
309,2020,16,Daniil,Kvyat,1:29.158,bahrain,32,14,0
310,2020,16,Sebastian,Vettel,1:29.142,bahrain,33,13,0
311,2020,16,Charles,Leclerc,1:29.137,bahrain,98,6,0
312,2020,16,Lance,Stroll,1:28.679,bahrain,74,10,0
313,2020,16,George,Russell,1:29.294,bahrain,3,18,0
314,2020,16,Carlos,Sainz,1:28.975,bahrain,97,7,0
315,2020,16,Antonio,Giovinazzi,1:29.491,bahrain,4,17,0
316,2020,16,Kimi,Räikkönen,1:29.810,bahrain,4,16,0
317,2020,16,Kevin,Magnussen,1:30.111,bahrain,1,20,0
318,2020,16,Romain,Grosjean,1:30.138,bahrain,2,19,0
319,2020,16,Nicholas,Latifi,1:30.182,bahrain,0,21,0
320,2019,1,Lewis,Hamilton,1:22.043,albert_park,18,2,0
321,2019,1,Valtteri,Bottas,1:22.367,albert_park,26,1,1
322,2019,1,Sebastian,Vettel,1:22.885,albert_park,12,4,0
323,2019,1,Max,Verstappen,1:22.876,albert_park,15,3,0
324,2019,1,Charles,Leclerc,1:22.017,albert_park,10,5,0
325,2019,1,Romain,Grosjean,1:22.959,albert_park,0,18,0
326,2019,1,Kevin,Magnussen,1:22.519,albert_park,8,6,0
327,2019,1,Lando,Norris,1:22.702,albert_park,0,12,0
328,2019,1,Kimi,Räikkönen,1:22.966,albert_park,4,8,0
329,2019,1,Sergio,Pérez,1:22.908,albert_park,0,13,0
330,2019,1,Nico,Hülkenberg,1:22.540,albert_park,6,7,0
331,2019,1,Daniel,Ricciardo,1:22.921,albert_park,0,19,0
332,2019,1,Alexander,Albon,1:22.757,albert_park,0,14,0
333,2019,1,Antonio,Giovinazzi,1:22.431,albert_park,0,15,0
334,2019,1,Daniil,Kvyat,1:22.511,albert_park,1,10,0
335,2019,1,Lance,Stroll,1:23.017,albert_park,2,9,0
336,2019,1,Pierre,Gasly,1:23.020,albert_park,0,11,0
337,2019,1,Carlos,Sainz,1:23.084,albert_park,0,20,0
338,2019,1,George,Russell,1:24.360,albert_park,0,16,0
339,2019,1,Robert,Kubica,1:26.067,albert_park,0,17,0
340,2019,2,Lewis,Hamilton,1:22.043,bahrain,43,2,1
341,2019,2,Valtteri,Bottas,1:22.367,bahrain,44,1,1
342,2019,2,Sebastian,Vettel,1:22.885,bahrain,22,5,0
343,2019,2,Max,Verstappen,1:22.876,bahrain,27,3,0
344,2019,2,Charles,Leclerc,1:22.017,bahrain,26,4,0
345,2019,2,Romain,Grosjean,1:22.959,bahrain,0,19,0
346,2019,2,Kevin,Magnussen,1:22.519,bahrain,8,8,0
347,2019,2,Lando,Norris,1:22.702,bahrain,8,7,0
348,2019,2,Kimi,Räikkönen,1:22.966,bahrain,10,6,0
349,2019,2,Sergio,Pérez,1:22.908,bahrain,1,14,0
350,2019,2,Nico,Hülkenberg,1:22.540,bahrain,6,9,0
351,2019,2,Daniel,Ricciardo,1:22.921,bahrain,0,18,0
352,2019,2,Alexander,Albon,1:22.757,bahrain,2,11,0
353,2019,2,Antonio,Giovinazzi,1:22.431,bahrain,0,15,0
354,2019,2,Daniil,Kvyat,1:22.511,bahrain,1,13,0
355,2019,2,Lance,Stroll,1:23.017,bahrain,2,12,0
356,2019,2,Pierre,Gasly,1:23.020,bahrain,4,10,0
357,2019,2,Carlos,Sainz,1:23.084,bahrain,0,20,0
358,2019,2,George,Russell,1:24.360,bahrain,0,16,0
359,2019,2,Robert,Kubica,1:26.067,bahrain,0,17,0
360,2019,3,Charles,Leclerc,1:28.495,shanghai,36,5,0
361,2019,3,Sebastian,Vettel,1:28.733,shanghai,37,4,0
362,2019,3,Lewis,Hamilton,1:29.262,shanghai,68,1,2
363,2019,3,Valtteri,Bottas,1:29.498,shanghai,62,2,1
364,2019,3,Max,Verstappen,1:29.579,shanghai,39,3,0
365,2019,3,Kevin,Magnussen,1:29.532,shanghai,8,9,0
366,2019,3,Carlos,Sainz,1:29.528,shanghai,0,18,0
367,2019,3,Romain,Grosjean,1:29.688,shanghai,0,17,0
368,2019,3,Kimi,Räikkönen,1:29.959,shanghai,12,7,0
369,2019,3,Lando,Norris,1:29.381,shanghai,8,8,0
370,2019,3,Daniel,Ricciardo,1:29.859,shanghai,6,11,0
371,2019,3,Alexander,Albon,1:29.514,shanghai,3,13,0
372,2019,3,Pierre,Gasly,1:29.900,shanghai,13,6,0
373,2019,3,Sergio,Pérez,1:29.893,shanghai,5,12,0
374,2019,3,Daniil,Kvyat,1:29.876,shanghai,1,15,0
375,2019,3,Antonio,Giovinazzi,1:30.026,shanghai,0,16,0
376,2019,3,Nico,Hülkenberg,1:30.034,shanghai,6,10,0
377,2019,3,Lance,Stroll,1:30.217,shanghai,2,14,0
378,2019,3,George,Russell,1:31.759,shanghai,0,19,0
379,2019,3,Robert,Kubica,1:31.799,shanghai,0,20,0
380,2019,4,Valtteri,Bottas,1:32.658,BAK,87,1,2
381,2019,4,Lewis,Hamilton,1:33.115,BAK,86,2,2
382,2019,4,Sebastian,Vettel,1:33.557,BAK,52,3,0
383,2019,4,Charles,Leclerc,1:32.712,BAK,47,5,0
384,2019,4,Max,Verstappen,1:33.274,BAK,51,4,0
385,2019,4,Pierre,Gasly,1:33.863,BAK,13,7,0
386,2019,4,Daniel,Ricciardo,1:33.709,BAK,6,13,0
387,2019,4,Nico,Hülkenberg,1:33.644,BAK,6,11,0
388,2019,4,Kevin,Magnussen,1:34.036,BAK,8,10,0
389,2019,4,Romain,Grosjean,1:33.752,BAK,0,18,0
390,2019,4,Daniil,Kvyat,1:33.783,BAK,1,16,0
391,2019,4,Sergio,Pérez,1:34.026,BAK,13,6,0
392,2019,4,Kimi,Räikkönen,1:34.125,BAK,13,8,0
393,2019,4,Carlos,Sainz,1:33.686,BAK,6,12,0
394,2019,4,Lando,Norris,1:34.148,BAK,12,9,0
395,2019,4,Lance,Stroll,1:34.292,BAK,4,14,0
396,2019,4,George,Russell,1:35.253,BAK,0,19,0
397,2019,4,Robert,Kubica,1:35.281,BAK,0,20,0
398,2019,5,Valtteri,Bottas,1:42.026,catalunya,105,2,2
399,2019,5,Lewis,Hamilton,1:41.614,catalunya,112,1,3
400,2019,5,Sebastian,Vettel,1:42.042,catalunya,64,4,0
401,2019,5,Max,Verstappen,1:41.727,catalunya,66,3,0
402,2019,5,Sergio,Pérez,1:42.249,catalunya,13,8,0
403,2019,5,Daniil,Kvyat,1:42.324,catalunya,3,16,0
404,2019,5,Lando,Norris,1:42.371,catalunya,12,10,0
405,2019,5,Antonio,Giovinazzi,1:42.140,catalunya,0,18,0
406,2019,5,Charles,Leclerc,1:41.426,catalunya,57,5,0
407,2019,5,Carlos,Sainz,1:41.936,catalunya,10,11,0
408,2019,5,Daniel,Ricciardo,1:42.486,catalunya,6,12,0
